modelo,config,acc_train,error_train,prec_train,recall_train,f1_train,acc_val,error_val,prec_val,recall_val,f1_val
DecisionTree,tree_depth=50_split=3_random=42,0.9606741573033708,0.0393258426966292,1.0,0.8960396039603961,0.9451697127937336,0.797752808988764,0.202247191011236,0.7419354838709677,0.696969696969697,0.71875
DecisionTree,tree_depth=50_split=2_random=42,0.9831460674157304,0.0168539325842697,1.0,0.9554455445544554,0.9772151898734176,0.7865168539325843,0.2134831460674157,0.7058823529411765,0.7272727272727273,0.7164179104477612
DecisionTree,tree_depth=10_split=3_random=42,0.9119850187265918,0.0880149812734082,0.9479768786127168,0.8118811881188119,0.8746666666666667,0.7808988764044944,0.2191011235955056,0.7213114754098361,0.6666666666666666,0.6929133858267716
DecisionTree,tree_depth=50_split=3_random=30,0.9644194756554308,0.0355805243445692,1.0,0.905940594059406,0.9506493506493506,0.8089887640449438,0.1910112359550562,0.7580645161290323,0.7121212121212122,0.734375
DecisionTree,tree_depth=50_split=3_random=25,0.9644194756554308,0.0355805243445692,1.0,0.905940594059406,0.9506493506493506,0.8146067415730337,0.1853932584269663,0.7704918032786885,0.7121212121212122,0.7401574803149606
DecisionTree,tree_depth=50_split=3_random=20,0.9662921348314608,0.0337078651685393,1.0,0.9108910891089108,0.9533678756476685,0.7921348314606742,0.2078651685393258,0.7301587301587301,0.696969696969697,0.7131782945736435
DecisionTree,tree_depth=50_split=2_random=25,0.9831460674157304,0.0168539325842697,1.0,0.9554455445544554,0.9772151898734176,0.7921348314606742,0.2078651685393258,0.7164179104477612,0.7272727272727273,0.7218045112781954
DecisionTree,tree_depth=50_split=4_random=25,0.951310861423221,0.048689138576779,0.9583333333333334,0.9108910891089108,0.934010152284264,0.7865168539325843,0.2134831460674157,0.7121212121212122,0.7121212121212122,0.7121212121212122
DecisionTree,tree_depth=40_split=3_random=25,0.9644194756554308,0.0355805243445692,1.0,0.905940594059406,0.9506493506493506,0.8146067415730337,0.1853932584269663,0.7704918032786885,0.7121212121212122,0.7401574803149606
DecisionTree,tree_depth=30_split=3_random=25,0.9644194756554308,0.0355805243445692,1.0,0.905940594059406,0.9506493506493506,0.8146067415730337,0.1853932584269663,0.7704918032786885,0.7121212121212122,0.7401574803149606
DecisionTree,tree_depth=20_split=3_random=25,0.9644194756554308,0.0355805243445692,1.0,0.905940594059406,0.9506493506493506,0.8146067415730337,0.1853932584269663,0.7704918032786885,0.7121212121212122,0.7401574803149606
DecisionTree,tree_depth=15_split=3_random=25,0.9588014981273408,0.0411985018726591,0.9945054945054944,0.8960396039603961,0.9427083333333334,0.797752808988764,0.202247191011236,0.7586206896551724,0.6666666666666666,0.7096774193548387
DecisionTree,tree_depth=17_split=3_random=25,0.9644194756554308,0.0355805243445692,0.9945945945945946,0.9108910891089108,0.9509043927648578,0.8033707865168539,0.1966292134831461,0.7540983606557377,0.696969696969697,0.7244094488188977
DecisionTree,tree_depth=18_split=3_random=25,0.9644194756554308,0.0355805243445692,1.0,0.905940594059406,0.9506493506493506,0.8146067415730337,0.1853932584269663,0.7704918032786885,0.7121212121212122,0.7401574803149606
DecisionTree,tree_depth=18_split=2_random=25,0.9812734082397004,0.0187265917602996,1.0,0.9504950495049505,0.9746192893401016,0.7921348314606742,0.2078651685393258,0.7164179104477612,0.7272727272727273,0.7218045112781954
DecisionTree,tree_depth=18_split=4_random=25,0.951310861423221,0.048689138576779,0.9583333333333334,0.9108910891089108,0.934010152284264,0.7865168539325843,0.2134831460674157,0.7121212121212122,0.7121212121212122,0.7121212121212122
DecisionTree,tree_depth=18_split=3_random=30,0.9644194756554308,0.0355805243445692,1.0,0.905940594059406,0.9506493506493506,0.8089887640449438,0.1910112359550562,0.7580645161290323,0.7121212121212122,0.734375
DecisionTree,tree_depth=18_split=3_random=20,0.9662921348314608,0.0337078651685393,1.0,0.9108910891089108,0.9533678756476685,0.7921348314606742,0.2078651685393258,0.7301587301587301,0.696969696969697,0.7131782945736435
DecisionTree,tree_depth=18_split=3_random=23,0.9662921348314608,0.0337078651685393,1.0,0.9108910891089108,0.9533678756476685,0.8033707865168539,0.1966292134831461,0.7540983606557377,0.696969696969697,0.7244094488188977
DecisionTree,tree_depth=18_split=3_random=27,0.9625468164794008,0.0374531835205992,1.0,0.900990099009901,0.9479166666666666,0.7921348314606742,0.2078651685393258,0.7301587301587301,0.696969696969697,0.7131782945736435
SVM,svm_C=5_kernel=linear,0.7790262172284644,0.2209737827715355,0.7282608695652174,0.6633663366336634,0.694300518134715,0.8146067415730337,0.1853932584269663,0.7704918032786885,0.7121212121212122,0.7401574803149606
SVM,svm_C=5_kernel=poly,0.8295880149812734,0.1704119850187265,0.87248322147651,0.6435643564356436,0.7407407407407407,0.8202247191011236,0.1797752808988764,0.8148148148148148,0.6666666666666666,0.7333333333333333
SVM,svm_C=5_kernel=rbf,0.8370786516853933,0.1629213483146067,0.8362573099415205,0.7079207920792079,0.7667560321715817,0.8314606741573034,0.1685393258426966,0.8333333333333334,0.6818181818181818,0.75
SVM,svm_C=5_kernel=sigmoid,0.6554307116104869,0.344569288389513,0.5420560747663551,0.5742574257425742,0.5576923076923077,0.651685393258427,0.348314606741573,0.527027027027027,0.5909090909090909,0.5571428571428572
SVM,svm_C=4_kernel=rbf,0.8352059925093633,0.1647940074906366,0.8313953488372093,0.7079207920792079,0.7647058823529411,0.8258426966292135,0.1741573033707865,0.8181818181818182,0.6818181818181818,0.743801652892562
SVM,svm_C=6_kernel=rbf,0.8389513108614233,0.1610486891385767,0.8411764705882353,0.7079207920792079,0.7688172043010753,0.8314606741573034,0.1685393258426966,0.8333333333333334,0.6818181818181818,0.75
SVM,svm_C=7_kernel=rbf,0.8445692883895131,0.1554307116104869,0.8520710059171598,0.7128712871287128,0.7762803234501348,0.8314606741573034,0.1685393258426966,0.8333333333333334,0.6818181818181818,0.75
SVM,svm_C=10_kernel=rbf,0.8426966292134831,0.1573033707865169,0.8554216867469879,0.7029702970297029,0.7717391304347826,0.8314606741573034,0.1685393258426966,0.8333333333333334,0.6818181818181818,0.75
SVM,svm_C=8_kernel=rbf,0.8408239700374532,0.1591760299625467,0.8545454545454545,0.698019801980198,0.7683923705722071,0.8370786516853933,0.1629213483146067,0.8490566037735849,0.6818181818181818,0.7563025210084033
LogReg,logReg_lr=0.1_reg=0.01_penalty=l1_batch=20,0.795880149812734,0.2041198501872659,0.7409326424870466,0.7079207920792079,0.7240506329113924,0.797752808988764,0.202247191011236,0.7272727272727273,0.7272727272727273,0.7272727272727273
LogReg,logReg_lr=0.1_reg=0.01_penalty=l2_batch=20,0.799625468164794,0.200374531835206,0.7486910994764397,0.7079207920792079,0.727735368956743,0.797752808988764,0.202247191011236,0.7272727272727273,0.7272727272727273,0.7272727272727273
LogReg,logReg_lr=0.5_reg=0.01_penalty=l2_batch=20,0.7940074906367042,0.2059925093632958,0.7555555555555555,0.6732673267326733,0.7120418848167539,0.8202247191011236,0.1797752808988764,0.765625,0.7424242424242424,0.7538461538461538
LogReg,logReg_lr=0.6_reg=0.01_penalty=l2_batch=20,0.799625468164794,0.200374531835206,0.7624309392265194,0.6831683168316832,0.720626631853786,0.8146067415730337,0.1853932584269663,0.7619047619047619,0.7272727272727273,0.7441860465116279
LogReg,logReg_lr=0.4_reg=0.01_penalty=l2_batch=20,0.7940074906367042,0.2059925093632958,0.7371134020618557,0.7079207920792079,0.7222222222222222,0.797752808988764,0.202247191011236,0.7205882352941176,0.7424242424242424,0.7313432835820896
LogReg,logReg_lr=0.45_reg=0.01_penalty=l2_batch=20,0.7865168539325843,0.2134831460674157,0.7178217821782178,0.7178217821782178,0.7178217821782178,0.7921348314606742,0.2078651685393258,0.7164179104477612,0.7272727272727273,0.7218045112781954
LogReg,logReg_lr=0.5_reg=0.5_penalty=l2_batch=20,0.8033707865168539,0.1966292134831461,0.8169934640522876,0.6188118811881188,0.704225352112676,0.8146067415730337,0.1853932584269663,0.7894736842105263,0.6818181818181818,0.7317073170731707
LogReg,logReg_lr=0.5_reg=0.6_penalty=l2_batch=20,0.7921348314606742,0.2078651685393258,0.7724550898203593,0.6386138613861386,0.6991869918699187,0.8089887640449438,0.1910112359550562,0.7666666666666667,0.696969696969697,0.7301587301587301
LogReg,logReg_lr=0.5_reg=0.4_penalty=l2_batch=20,0.7902621722846442,0.2097378277153557,0.7616279069767442,0.6485148514851485,0.7005347593582888,0.8089887640449438,0.1910112359550562,0.7666666666666667,0.696969696969697,0.7301587301587301
LogReg,logReg_lr=0.5_reg=0.5_penalty=l2_batch=30,0.797752808988764,0.202247191011236,0.7670454545454546,0.6683168316831684,0.7142857142857143,0.8202247191011236,0.1797752808988764,0.7833333333333333,0.7121212121212122,0.746031746031746
LogReg,logReg_lr=0.5_reg=0.5_penalty=l2_batch=50,0.8052434456928839,0.1947565543071161,0.7784090909090909,0.6782178217821783,0.7248677248677249,0.8202247191011236,0.1797752808988764,0.7833333333333333,0.7121212121212122,0.746031746031746
LogReg,logReg_lr=0.5_reg=0.5_penalty=l2_batch=35,0.7921348314606742,0.2078651685393258,0.7692307692307693,0.6435643564356436,0.7008086253369272,0.8089887640449438,0.1910112359550562,0.7666666666666667,0.696969696969697,0.7301587301587301
LogReg,logReg_lr=0.5_reg=0.5_penalty=l2_batch=35_iter1000,0.799625468164794,0.200374531835206,0.8145695364238411,0.6089108910891089,0.6968838526912181,0.8146067415730337,0.1853932584269663,0.7894736842105263,0.6818181818181818,0.7317073170731707
LogReg,logReg_lr=0.5_reg=0.5_penalty=l2_batch=30_iter1000,0.8052434456928839,0.1947565543071161,0.8223684210526315,0.6188118811881188,0.7062146892655368,0.8146067415730337,0.1853932584269663,0.7894736842105263,0.6818181818181818,0.7317073170731707
LogReg,logReg_lr=0.5_reg=0.5_penalty=l2_batch=30_iter10000,0.7940074906367042,0.2059925093632958,0.7804878048780488,0.6336633663366337,0.6994535519125683,0.8146067415730337,0.1853932584269663,0.7894736842105263,0.6818181818181818,0.7317073170731707
LogReg,logReg_lr=0.4_reg=0.5_penalty=l2_batch=30_iter10000,0.8014981273408239,0.198501872659176,0.8,0.6336633663366337,0.7071823204419889,0.8146067415730337,0.1853932584269663,0.7796610169491526,0.696969696969697,0.736
LogReg,logReg_lr=0.5_reg=0.5_penalty=l2_batch=50_iter10000,0.8014981273408239,0.198501872659176,0.7637362637362637,0.6881188118811881,0.7239583333333334,0.8089887640449438,0.1910112359550562,0.7580645161290323,0.7121212121212122,0.734375
LogReg,logReg_lr=0.5_reg=0.5_penalty=l2_batch=50_iter1000,0.795880149812734,0.2041198501872659,0.7627118644067796,0.6683168316831684,0.712401055408971,0.8146067415730337,0.1853932584269663,0.7704918032786885,0.7121212121212122,0.7401574803149606
NaiveBayes,naiveBayes_mix_s1e-06_vs1e-05,0.7640449438202247,0.2359550561797753,0.796875,0.504950495049505,0.6181818181818182,0.7471910112359551,0.2528089887640449,0.7058823529411765,0.5454545454545454,0.6153846153846154
NaiveBayes,naiveBayes_mix_s0.0001_vs0.0001,0.7640449438202247,0.2359550561797753,0.796875,0.504950495049505,0.6181818181818182,0.7471910112359551,0.2528089887640449,0.7058823529411765,0.5454545454545454,0.6153846153846154
NaiveBayes,naiveBayes_mix_s1_vs1,0.7340823970037453,0.2659176029962546,0.7112676056338029,0.5,0.5872093023255814,0.7191011235955056,0.2808988764044944,0.6538461538461539,0.5151515151515151,0.576271186440678
NaiveBayes,naiveBayes_mix_s1e-06_vs1e-06,0.7640449438202247,0.2359550561797753,0.796875,0.504950495049505,0.6181818181818182,0.7471910112359551,0.2528089887640449,0.7058823529411765,0.5454545454545454,0.6153846153846154
LogReg,logReg_lr=0.5_reg=0.1_penalty=l2_batch=30_iter1000,0.799625468164794,0.200374531835206,0.7540106951871658,0.698019801980198,0.7249357326478149,0.8089887640449438,0.1910112359550562,0.75,0.7272727272727273,0.7384615384615385
LogReg,logReg_lr=0.2_reg=0.1_penalty=l2_batch=30_iter10000,0.799625468164794,0.200374531835206,0.7540106951871658,0.698019801980198,0.7249357326478149,0.8089887640449438,0.1910112359550562,0.75,0.7272727272727273,0.7384615384615385
SVM,svm_C=3_kernel=rbf,0.8277153558052435,0.1722846441947565,0.8197674418604651,0.698019801980198,0.7540106951871658,0.8426966292134831,0.1573033707865169,0.8392857142857143,0.7121212121212122,0.7704918032786885
SVM,svm_C=2_kernel=rbf,0.8314606741573034,0.1685393258426966,0.8181818181818182,0.7128712871287128,0.7619047619047619,0.848314606741573,0.151685393258427,0.8421052631578947,0.7272727272727273,0.7804878048780488
SVM,svm_C=1.5_kernel=rbf,0.8295880149812734,0.1704119850187265,0.8135593220338984,0.7128712871287128,0.7598944591029023,0.848314606741573,0.151685393258427,0.8421052631578947,0.7272727272727273,0.7804878048780488
SVM,svm_C=2.5_kernel=rbf,0.8352059925093633,0.16479400749063666,0.8275862068965517,0.7128712871287128,0.7659574468085106,0.848314606741573,0.151685393258427,0.8421052631578947,0.7272727272727273,0.7804878048780488
